Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
513,Pedro Neto,pt POR,FW,eng Chelsea,25-299,2000,4,4,297,3.3,0,0,0,0,0,0,0,0,1,1,0.1,1.1,16,8,24,0,0,0,0,0,0.31,0.04,0.34,0.31,0.34,Matches
514,Manuel Neuer,de GER,GK,de Bayern Munich,39-281,1986,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
515,João Neves,pt POR,MF,fr Paris S-G,21-097,2004,4,3,262,2.9,1,1,2,1,0,0,0,0,0.4,0.4,0.3,0.8,4,19,6,0.34,0.34,0.69,0.34,0.69,0.14,0.12,0.26,0.14,0.26,Matches
516,Jessic Ngankam,de GER,FW,de Eint Frankfurt,25-166,2000,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
517,Rio Ngumoha,eng ENG,FW,eng Liverpool,17-126,2008,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches
518,Ousseynou Niang,sn SEN,"DF,FW",be Union SG,24-082,2001,6,6,522,5.8,0,0,0,0,0,0,2,0,0.4,0.4,0,0.5,20,7,44,0,0,0,0,0,0.07,0.01,0.08,0.07,0.08,Matches
519,Villads Nielsen,dk DEN,DF,no Bodø/Glimt,20-338,2005,4,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,Matches
520,Felix Nmecha,de GER,MF,de Dortmund,25-084,2000,6,5,424,4.7,3,0,3,3,0,0,0,0,0.6,0.6,1.2,1.8,7,36,10,0.64,0,0.64,0.64,0.64,0.12,0.26,0.38,0.12,0.38,Matches
521,Matheus Nunes,pt POR,DF,eng Manchester City,27-128,1998,4,3,288,3.2,0,0,0,0,0,0,0,0,0,0,0,0,5,24,5,0,0,0,0,0,0,0,0,0,0,Matches
522,Ethan Nwaneri,eng ENG,MF,eng Arsenal,18-287,2007,3,1,102,1.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,3,3,6,0,0,0,0,0,0.21,0.14,0.35,0.21,0.35,Matches
523,Christian Nørgaard,dk DEN,"MF,DF",eng Arsenal,31-298,1994,4,2,199,2.2,0,0,0,0,0,0,2,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,0,0,0,Matches
524,Matt O'Riley,dk DEN,MF,fr Marseille,25-042,2000,6,4,358,4,0,1,1,0,0,0,1,0,0.2,0.2,0.4,0.6,4,18,11,0,0.25,0.25,0,0.25,0.04,0.1,0.14,0.04,0.14,Matches
525,Armando Obispo,cw CUW,DF,nl PSV Eindhoven,26-303,1999,4,2,188,2.1,0,0,0,0,0,0,0,0,0.7,0.7,0,0.7,0,4,0,0,0,0,0,0,0.33,0,0.33,0.33,0.33,Matches
526,Jan Oblak,si SVN,GK,es Atlético Madrid,32-360,1993,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
527,Wilson Odobert,fr FRA,FW,eng Tottenham,21-035,2004,5,4,320,3.6,1,0,1,1,0,0,0,0,0.6,0.6,0.6,1.2,14,17,27,0.28,0,0.28,0.28,0.28,0.17,0.17,0.33,0.17,0.33,Matches
528,Michael Olise,fr FRA,"FW,MF",de Bayern Munich,24-021,2001,6,6,512,5.7,1,3,4,1,0,0,1,0,2,2,1.7,3.7,35,24,57,0.18,0.53,0.7,0.18,0.7,0.34,0.3,0.64,0.34,0.64,Matches
529,Lucas Oliveira Rosa,br BRA,DF,nl Ajax,25-274,2000,3,3,263,2.9,0,1,1,0,0,0,1,0,0,0,0.1,0.1,6,11,10,0,0.34,0.34,0,0.34,0,0.04,0.04,0,0.04,Matches
530,Mathías Olivera,uy URU,DF,it Napoli,28-063,1997,4,2,210,2.3,0,0,0,0,0,0,0,0,0,0,0.4,0.4,5,8,6,0,0,0,0,0,0.01,0.16,0.17,0.01,0.17,Matches
531,Dani Olmo,es ESP,"MF,FW",es Barcelona,27-240,1998,4,1,124,1.4,0,0,0,0,0,0,1,0,0.4,0.4,0,0.4,2,5,5,0,0,0,0,0,0.29,0.03,0.32,0.29,0.32,Matches
532,Tani Oluwaseyi,ca CAN,FW,es Villarreal,25-232,2000,5,1,222,2.5,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,1,2,11,0.41,0,0.41,0.41,0.41,0.32,0.06,0.38,0.32,0.38,Matches
533,Raphael Onyedika,ng NGA,MF,be Club Brugge,24-258,2001,4,4,326,3.6,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.3,1,16,2,0.28,0,0.28,0.28,0.28,0.07,0.02,0.09,0.07,0.09,Matches
534,Bruno Onyemaechi,ng NGA,DF,gr Olympiacos,26-274,1999,1,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
535,Loïs Openda,be BEL,"FW,MF",it Juventus,25-320,2000,4,2,190,2.1,1,0,1,1,0,0,0,0,0.8,0.8,0.3,1.1,2,1,13,0.47,0,0.47,0.47,0.47,0.39,0.14,0.53,0.39,0.53,Matches
536,Joel Ordóñez,ec ECU,DF,be Club Brugge,21-256,2004,6,6,527,5.9,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,5,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
537,Mislav Orši?,hr CRO,"MF,FW",cy Pafos FC,33-004,1992,6,5,470,5.2,1,1,2,1,0,0,1,0,0.5,0.5,1.3,1.8,4,12,13,0.19,0.19,0.38,0.19,0.38,0.1,0.24,0.34,0.1,0.34,Matches
538,Francisco Ortega,ar ARG,DF,gr Olympiacos,26-289,1999,6,6,502,5.6,0,0,0,0,0,0,1,0,0,0,0.3,0.3,9,34,24,0,0,0,0,0,0,0.05,0.06,0,0.06,Matches
539,Victor Osimhen,ng NGA,FW,tr Galatasaray,27-004,1998,4,4,313,3.5,6,0,6,3,3,3,0,0,6.3,3.9,0.2,4.1,7,2,14,1.73,0,1.73,0.86,0.86,1.81,0.06,1.87,1.13,1.19,Matches
540,William Osula,dk DEN,FW,eng Newcastle Utd,22-151,2003,2,0,24,0.3,0,1,1,0,0,0,0,0,0,0,0.3,0.4,1,1,2,0,3.75,3.75,0,3.75,0.19,1.14,1.33,0.19,1.33,Matches
541,Nicolás Otamendi,ar ARG,DF,pt Benfica,37-324,1988,6,6,540,6,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.5,6,33,3,0,0,0,0,0,0.08,0.01,0.09,0.08,0.09,Matches
542,Kassoum Ouattara,fr FRA,"DF,FW",fr Monaco,21-080,2004,5,2,250,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4,11,22,0,0,0,0,0,0.04,0.04,0.09,0.04,0.09,Matches
543,Nico O’Reilly,eng ENG,DF,eng Manchester City,20-287,2005,5,4,400,4.4,1,1,2,1,0,0,2,0,1.5,1.5,0.5,2,15,15,24,0.23,0.23,0.45,0.23,0.45,0.34,0.12,0.46,0.34,0.46,Matches
544,Willian Pacho,ec ECU,DF,fr Paris S-G,24-078,2001,6,6,540,6,2,0,2,2,0,0,0,0,0.5,0.5,0.3,0.8,0,9,0,0.33,0,0.33,0.33,0.33,0.08,0.04,0.13,0.08,0.13,Matches
545,Igor Paixão,br BRA,"FW,MF",fr Marseille,25-188,2000,6,5,402,4.5,4,1,5,4,0,0,0,0,1.1,1.1,0.7,1.8,13,11,38,0.9,0.22,1.12,0.9,1.12,0.25,0.15,0.4,0.25,0.4,Matches
546,João Palhinha,pt POR,MF,eng Tottenham,30-177,1995,6,2,269,3,1,1,2,1,0,0,1,0,0.8,0.8,0.1,0.9,1,6,0,0.33,0.33,0.67,0.33,0.67,0.27,0.04,0.31,0.27,0.31,Matches
547,Cole Palmer,eng ENG,FW,eng Chelsea,23-241,2002,1,1,90,1,1,0,1,1,0,0,0,0,0.3,0.3,0.3,0.6,5,6,2,1,0,1,1,1,0.27,0.33,0.6,0.27,0.6,Matches
548,Emerson Palmieri,it ITA,DF,fr Marseille,31-152,1994,5,5,391,4.3,0,0,0,0,0,0,3,1,0,0,0.1,0.1,7,13,4,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
549,Aitor Paredes,es ESP,DF,es Athletic Club,25-248,2000,5,5,450,5,0,0,0,0,0,0,3,0,0.7,0.7,0.1,0.8,5,25,0,0,0,0,0,0,0.14,0.01,0.16,0.14,0.16,Matches
550,Daniel Parejo,es ESP,MF,es Villarreal,36-261,1989,5,2,165,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,11,3,0,0,0,0,0,0.1,0.01,0.11,0.1,0.11,Matches
551,Thomas Partey,gh GHA,MF,es Villarreal,32-203,1993,3,2,167,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,3,2,0,0,0,0,0,0.05,0.19,0.23,0.05,0.23,Matches
552,Mario Pašali?,hr CRO,MF,it Atalanta,30-327,1995,4,2,229,2.5,1,0,1,1,0,0,0,0,1.1,1.1,0.1,1.2,1,11,4,0.39,0,0.39,0.39,0.39,0.43,0.04,0.47,0.43,0.47,Matches
553,Alexandros Paschalakis,gr GRE,GK,gr Olympiacos,36-158,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
554,Remko Pasveer,nl NED,GK,nl Ajax,42-055,1983,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
555,Louis Patris,be BEL,DF,be Union SG,24-209,2001,3,0,35,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0,1,5,0,0,0,0,0,0.84,0.25,1.09,0.84,1.09,Matches
556,Benjamin Pavard,fr FRA,DF,fr Marseille,29-280,1996,5,5,447,5,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,3,13,3,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
557,Vangelis Pavlidis,gr GRE,FW,pt Benfica,27-042,1998,6,5,452,5,1,0,1,1,0,0,0,0,1.4,1.4,0.3,1.7,5,9,24,0.2,0,0.2,0.2,0.2,0.28,0.05,0.34,0.28,0.34,Matches
558,Aleksandar Pavlovic,de GER,MF,de Bayern Munich,21-244,2004,6,6,510,5.7,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1,7,40,8,0,0,0,0,0,0.07,0.11,0.18,0.07,0.18,Matches
559,Alfonso Pedraza,es ESP,DF,es Villarreal,29-268,1996,5,3,246,2.7,0,1,1,0,0,0,2,0,0.2,0.2,0.5,0.7,12,6,32,0,0.37,0.37,0,0.37,0.07,0.18,0.26,0.07,0.26,Matches
560,Pedri,es ESP,MF,es Barcelona,23-038,2002,4,4,337,3.7,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,8,36,10,0,0.27,0.27,0,0.27,0.01,0.06,0.07,0.01,0.07,Matches
561,Nicolas Pépé,ci CIV,"FW,MF",es Villarreal,30-218,1995,6,6,469,5.2,0,1,1,0,0,0,0,0,0.9,0.9,1.1,2,23,13,50,0,0.19,0.19,0,0.19,0.18,0.21,0.39,0.18,0.39,Matches
562,Ricardo Pepi,us USA,FW,nl PSV Eindhoven,22-358,2003,5,1,152,1.7,3,2,5,3,0,0,0,0,2,2,0.1,2.1,1,2,7,1.78,1.18,2.96,1.78,2.96,1.19,0.07,1.26,1.19,1.26,Matches
563,Gabriel Pereira,br BRA,DF,dk FC Copenhagen,25-240,2000,6,6,521,5.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,1,19,1,0,0,0,0,0,0.05,0.01,0.05,0.05,0.05,Matches
564,Ayoze Pérez,es ESP,FW,es Villarreal,32-157,1993,4,2,200,2.2,0,0,0,0,0,0,0,0,0.7,0.7,0,0.7,5,6,6,0,0,0,0,0,0.31,0.01,0.32,0.31,0.32,Matches
565,Mattia Perin,it ITA,GK,it Juventus,33-053,1992,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
566,Ivan Periši?,hr CRO,"MF,FW",nl PSV Eindhoven,36-334,1989,6,5,391,4.3,1,1,2,0,1,1,1,0,1.3,0.5,0.9,1.4,15,16,35,0.23,0.23,0.46,0,0.23,0.3,0.21,0.51,0.12,0.33,Matches
567,Jens Petter Hauge,no NOR,"FW,MF",no Bodø/Glimt,26-082,1999,6,5,459,5.1,3,0,3,3,0,0,0,0,1.2,1.2,1.4,2.6,23,31,69,0.59,0,0.59,0.59,0.59,0.23,0.27,0.51,0.23,0.51,Matches
568,Kostas Pileas,cy CYP,DF,cy Pafos FC,27-022,1998,5,2,233,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,Matches
569,Lorenzo Pirola,it ITA,DF,gr Olympiacos,23-316,2002,6,6,495,5.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4,18,0,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches
570,Stavros Pnevmonidis,gr GRE,MF,gr Olympiacos,19-148,2006,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
571,Daniel Podence,pt POR,"FW,MF",gr Olympiacos,30-073,1995,6,6,472,5.2,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1,14,21,59,0,0,0,0,0,0.09,0.1,0.19,0.09,0.19,Matches
572,Ernest Poku,nl NED,"MF,DF",de Leverkusen,21-339,2004,6,5,406,4.5,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1,21,9,34,0,0,0,0,0,0.16,0.06,0.22,0.16,0.22,Matches
573,Matteo Politano,it ITA,"MF,FW",it Napoli,32-152,1993,6,4,330,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.9,1,14,12,38,0,0,0,0,0,0.02,0.24,0.27,0.02,0.27,Matches
574,Nick Pope,eng ENG,GK,eng Newcastle Utd,33-258,1992,5,5,450,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.01,0.01,0,0.01,Matches
575,Pedro Porro,es ESP,DF,eng Tottenham,26-111,1999,6,6,517,5.7,0,1,1,0,0,0,1,0,0.4,0.4,0.8,1.2,11,32,17,0,0.17,0.17,0,0.17,0.07,0.13,0.2,0.07,0.2,Matches
576,Erik Prekop,sk SVK,"FW,MF",cz Slavia Prague,28-086,1997,2,0,34,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,Matches
577,Gianluca Prestianni,ar ARG,MF,pt Benfica,19-336,2006,2,0,43,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,6,6,7,0,0,0,0,0,0.14,0.63,0.77,0.14,0.77,Matches
578,Lukáš Provod,cz CZE,"MF,FW",cz Slavia Prague,29-071,1996,6,6,520,5.8,0,2,2,0,0,0,1,0,0.9,0.9,1.9,2.8,16,27,39,0,0.35,0.35,0,0.35,0.16,0.32,0.49,0.16,0.49,Matches
579,Marc Pubill,es ESP,DF,es Atlético Madrid,22-196,2003,3,1,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0.1,1,9,6,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,Matches
580,Jarell Quansah,eng ENG,DF,de Leverkusen,22-338,2003,5,5,450,5,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,3,9,9,0,0,0,0,0,0.03,0.07,0.1,0.03,0.1,Matches
581,Eduardo Quaresma,pt POR,DF,pt Sporting CP,23-306,2002,4,3,259,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,Matches
582,Geovany Quenda,pt POR,FW,pt Sporting CP,18-247,2007,5,5,384,4.3,2,2,4,2,0,0,1,0,0.7,0.7,0.8,1.5,12,13,30,0.47,0.47,0.94,0.47,0.94,0.17,0.18,0.35,0.17,0.35,Matches
583,Domingos Quina,pt POR,"MF,FW",cy Pafos FC,26-045,1999,5,3,261,2.9,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,5,5,14,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches
584,Musa Qurbanl?,az AZE,FW,az Qaraba?,23-264,2002,2,0,2,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0,0,0,0,0,0,0,23.01,0,23.01,23.01,23.01,Matches
585,Gonçalo Ramos,pt POR,FW,fr Paris S-G,24-196,2001,5,0,102,1.1,2,0,2,2,0,0,0,0,1.2,1.2,0,1.2,0,1,12,1.76,0,1.76,1.76,1.76,1.08,0,1.08,1.08,1.08,Matches
586,Aaron Ramsdale,eng ENG,GK,eng Newcastle Utd,27-233,1998,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
587,Jacob Ramsey,eng ENG,MF,eng Newcastle Utd,24-219,2001,4,1,90,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,3,2,0,0,0,0,0,0,0.06,0.06,0,0.06,Matches
588,Raphinha,br BRA,"FW,MF",es Barcelona,29-019,1996,3,2,184,2,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,11,6,26,0,0,0,0,0,0.24,0.2,0.44,0.24,0.44,Matches
589,Marcus Rashford,eng ENG,FW,es Barcelona,28-063,1997,6,4,414,4.6,4,2,6,4,0,0,0,0,1.1,1.1,1.4,2.5,12,19,40,0.87,0.43,1.3,0.87,1.3,0.24,0.3,0.55,0.24,0.55,Matches
590,Mathias Rasmussen,no NOR,MF,be Union SG,28-038,1997,5,2,200,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.5,1,9,3,0,0,0,0,0,0.08,0.17,0.25,0.08,0.25,Matches
591,Giacomo Raspadori,it ITA,"MF,FW",es Atlético Madrid,25-318,2000,2,2,106,1.2,1,1,2,1,0,0,0,0,0.6,0.6,0.1,0.7,3,9,8,0.85,0.85,1.7,0.85,1.7,0.52,0.07,0.6,0.52,0.6,Matches
592,David Raya,es ESP,GK,eng Arsenal,30-109,1995,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
593,Youri Regeer,nl NED,"MF,DF",nl Ajax,22-137,2003,6,4,287,3.2,0,0,0,0,0,0,0,0,0,0,0,0,1,10,11,0,0,0,0,0,0,0,0,0,0,Matches
594,Alejandro Rego,es ESP,MF,es Athletic Club,22-205,2003,6,4,351,3.9,0,0,0,0,0,0,0,0,0.5,0.5,0.9,1.4,4,15,8,0,0,0,0,0,0.13,0.24,0.37,0.13,0.37,Matches
595,Rodrigo Rego,pt POR,MF,pt Benfica,20-364,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
596,Tijjani Reijnders,nl NED,MF,eng Manchester City,27-157,1998,6,4,376,4.2,0,3,3,0,0,0,0,0,1.3,1.3,0.8,2.1,17,18,28,0,0.72,0.72,0,0.72,0.3,0.2,0.5,0.3,0.5,Matches
597,Matheus Reis,br BRA,DF,pt Sporting CP,30-318,1995,4,1,121,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,2,4,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07,Matches
598,Panagiotis Retsos,gr GRE,DF,gr Olympiacos,27-146,1998,5,5,445,4.9,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,5,19,2,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
599,Rodrigo Ribeiro,pt POR,FW,pt Sporting CP,20-249,2005,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1,1,0,0,0,0,0,0,0,3.37,3.37,0,3.37,Matches
600,Ricardinho,br BRA,"FW,MF",kz Qa?rat Almaty,24-254,2001,6,1,100,1.1,0,1,1,0,0,0,1,0,0,0,0.1,0.1,0,0,4,0,0.9,0.9,0,0.9,0,0.13,0.13,0,0.13,Matches
601,Declan Rice,eng ENG,MF,eng Arsenal,26-353,1999,5,4,383,4.3,0,2,2,0,0,0,2,0,0.4,0.4,1.5,1.9,10,28,9,0,0.47,0.47,0,0.47,0.08,0.35,0.44,0.08,0.44,Matches
602,Richarlison,br BRA,FW,eng Tottenham,28-237,1997,6,5,411,4.6,1,0,1,1,0,1,2,0,3,2.2,0.1,2.3,2,3,13,0.22,0,0.22,0.22,0.22,0.65,0.03,0.68,0.48,0.51,Matches
603,Magnus Riisnæs,no NOR,DF,no Bodø/Glimt,21-059,2004,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
604,Richard Ríos,co COL,MF,pt Benfica,25-214,2000,6,6,514,5.7,1,1,2,1,0,0,1,0,1.1,1.1,0.7,1.8,10,26,8,0.18,0.18,0.35,0.18,0.35,0.19,0.12,0.31,0.19,0.31,Matches
605,Robert,br BRA,MF,dk FC Copenhagen,20-264,2005,5,3,195,2.2,2,0,2,2,0,0,0,0,1,1,0.4,1.4,8,4,20,0.92,0,0.92,0.92,0.92,0.47,0.16,0.63,0.47,0.63,Matches
606,Andrew Robertson,sct SCO,DF,eng Liverpool,31-297,1994,4,4,352,3.9,1,1,2,1,0,0,0,0,0.1,0.1,0.7,0.8,3,19,14,0.26,0.26,0.51,0.26,0.51,0.03,0.18,0.21,0.03,0.21,Matches
607,Rodinei,br BRA,DF,gr Olympiacos,33-338,1992,4,4,311,3.5,0,0,0,0,0,0,0,0,0,0,0.6,0.6,14,29,16,0,0,0,0,0,0,0.18,0.18,0,0.18,Matches
608,Rodri,es ESP,MF,eng Manchester City,29-194,1996,2,2,119,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,2,22,1,0,0,0,0,0,0.06,0.13,0.19,0.06,0.19,Matches
609,Pedro Rodrigues,pt POR,MF,cy Pafos FC,28-227,1997,6,6,515,5.7,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.8,1,20,5,0,0,0,0,0,0.03,0.11,0.14,0.03,0.14,Matches
610,Kevin Rodríguez,ec ECU,FW,be Union SG,25-304,2000,6,4,376,4.2,0,1,1,0,0,0,0,0,1.3,1.3,1,2.3,13,3,19,0,0.24,0.24,0,0.24,0.31,0.24,0.55,0.31,0.55,Matches
611,Rodrygo,br BRA,"FW,MF",es Real Madrid,24-358,2001,4,2,195,2.2,1,1,2,1,0,0,1,0,0.3,0.3,1.3,1.7,21,6,37,0.46,0.46,0.92,0.46,0.92,0.14,0.62,0.76,0.14,0.76,Matches
612,Cristian Romero,ar ARG,DF,eng Tottenham,27-250,1998,4,4,342,3.8,0,1,1,0,0,0,0,0,0.1,0.1,0.9,1,1,9,1,0,0.26,0.26,0,0.26,0.02,0.24,0.26,0.02,0.26,Matches
613,Zaid Romero,ar ARG,DF,be Club Brugge,26-018,1999,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
614,Marten de Roon,nl NED,MF,it Atalanta,34-279,1991,6,6,495,5.5,0,1,1,0,0,0,2,0,0.1,0.1,0.3,0.4,2,17,6,0,0.18,0.18,0,0.18,0.02,0.05,0.07,0.02,0.07,Matches
615,Amir Rrahmani,xk KVX,DF,it Napoli,31-312,1994,3,3,270,3,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,1,15,0,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
616,Antonio Rüdiger,de GER,DF,es Real Madrid,32-305,1993,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches
617,Daniele Rugani,it ITA,DF,it Juventus,31-157,1994,2,1,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
618,Matteo Ruggeri,it ITA,DF,es Atlético Madrid,23-175,2002,5,4,365,4.1,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,7,11,21,0,0,0,0,0,0.01,0.04,0.06,0.01,0.06,Matches
619,Fabián Ruiz Peña,es ESP,MF,fr Paris S-G,29-274,1996,5,5,370,4.1,1,1,2,1,0,0,0,0,1.3,1.3,0.9,2.1,6,28,20,0.24,0.24,0.49,0.24,0.49,0.31,0.21,0.52,0.31,0.52,Matches
620,Gerónimo Rulli,ar ARG,GK,fr Marseille,33-227,1992,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
621,Julian Ryerson,no NOR,DF,de Dortmund,28-046,1997,5,3,313,3.5,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,4,18,18,0,0.29,0.29,0,0.29,0.02,0.17,0.19,0.02,0.19,Matches
622,Kyriani Sabbe,be BEL,DF,be Club Brugge,20-346,2005,5,4,329,3.7,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,9,14,8,0,0,0,0,0,0.03,0.07,0.1,0.03,0.1,Matches
623,Marcel Sabitzer,at AUT,MF,de Dortmund,31-291,1994,5,4,336,3.7,0,2,2,0,0,0,0,0,0.1,0.1,0.4,0.5,1,20,3,0,0.54,0.54,0,0.54,0.03,0.11,0.13,0.03,0.13,Matches
624,Michal Sadílek,cz CZE,MF,cz Slavia Prague,26-216,1999,6,5,419,4.7,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,5,14,14,0,0,0,0,0,0.13,0.06,0.19,0.13,0.19,Matches
625,Adilet Sadybekov,kz KAZ,MF,kz Qa?rat Almaty,23-221,2002,3,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Matches
626,Matvei Safonov,ru RUS,GK,fr Paris S-G,26-311,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
627,Ismael Saibari,ma MAR,"FW,MF",nl PSV Eindhoven,24-339,2001,6,6,513,5.7,2,0,2,2,0,0,3,0,2.5,2.5,0.2,2.7,13,20,28,0.35,0,0.35,0.35,0.35,0.44,0.03,0.47,0.44,0.47,Matches
628,Bukayo Saka,eng ENG,FW,eng Arsenal,24-119,2001,5,3,285,3.2,2,1,3,1,1,1,0,0,1.5,0.8,1.5,2.2,11,9,33,0.63,0.32,0.95,0.32,0.63,0.48,0.46,0.94,0.24,0.7,Matches
629,Mohamed Salah,eg EGY,FW,eng Liverpool,33-201,1992,5,3,316,3.5,1,1,2,1,0,0,0,0,1.6,1.6,1.9,3.5,12,11,54,0.28,0.28,0.57,0.28,0.57,0.47,0.53,1,0.47,1,Matches
630,Anass Salah-Eddine,ma MAR,DF,nl PSV Eindhoven,23-349,2002,6,5,464,5.2,0,0,0,0,0,0,0,0,0,0,0.8,0.8,5,22,19,0,0,0,0,0,0.01,0.16,0.16,0.01,0.16,Matches
631,William Saliba,fr FRA,DF,eng Arsenal,24-284,2001,4,4,360,4,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,2,7,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
